id,abv,ibu,name,style,brewery_id,ounces
2093,0.063,61,Pleasure Town,American IPA,223,12
1814,0.063,61,Pleasure Town IPA,American IPA,223,12
587,0.048,12,Snowshoe White Ale,Witbier,223,12
586,0.05,24,Kodiak Brown Ale,American Brown Ale,223,12
434,0.057,70,Sockeye Red IPA,American IPA,223,12
2668,0.08,100,Habitus (2014),American Double / Imperial IPA,3,16
2667,0.075,85,Solis,American IPA,3,16
2666,0.06,24,Jucundus,Wheat Ale,3,16
2664,0.08,100,Habitus,American Double / Imperial IPA,3,16
2663,0.063,30,Grazias,Cream Ale,3,16
2662,0.058,28,Claritas,Kölsch,3,16
2535,0.083,,Vinyl Frontier,American Double / Imperial IPA,65,24
2534,0.08,,Disco Superfly,American IPA,65,24
2533,0.075,,Misty Mountain Hop,American IPA,65,24
2532,0.075,,One-Hit Wonderful,Belgian IPA,65,24
2531,0.065,,En Parfaite Harmonie,Saison / Farmhouse Ale,65,24
2530,0.043,8,Daft Funk,Berliner Weissbier,65,24
2529,0.075,,Love In An Ellavator,American IPA,65,24
2528,0.053,,Spin Doctor,American Pale Ale (APA),65,24
1612,0.05,,Keeper (Current),American Pilsner,363,12
1611,0.068,,Better Half,American IPA,363,12
1273,0.048,,SNO White Ale,Witbier,440,16
365,0.048,,BRIK Irish Red Ale,Irish Red Ale,440,16
273,,,AXL Pale Ale,American Pale Ale (APA),440,16
1884,0.087,80,Hop Freak,American Double / Imperial IPA,284,16
1272,0.051,24,Louie's Demise Amber Ale,American Amber / Red Ale,284,16
1080,0.075,51,Hop Happy,American IPA,284,16
932,0.065,20,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16
776,0.092,,O-Gii,Witbier,284,16
172,0.048,18,Flaming Damsel Lager (2010),Vienna Lager,284,16
171,0.051,24,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16
2361,0.099,,Axe Head Malt Liquor,American Malt Liquor,134,24
2359,0.054,,Huber Bock (2014),Bock,134,16
2358,0.04,,Minhas Light (2012),Light Lager,134,12
2282,0.05,,Huber,American Pale Lager,134,12
2281,0.062,,Clear Creek Ice,American Pale Lager,134,16
2280,0.062,,Clear Creek Ice,American Pale Lager,134,12
2279,0.055,,Mountain Crest,American Pale Lager,134,16
2278,0.055,,Mountain Crest,American Pale Lager,134,12
2277,0.055,,Mountain Creek (2013),American Pale Lager,134,12
2276,0.05,,Boxer,American Adjunct Lager,134,24
2275,0.042,,Boxer Light,Light Lager,134,12
2274,0.055,,Boxer Ice,American Adjunct Lager,134,12
2273,0.05,,Boxer,American Adjunct Lager,134,12
2442,0.05,,Cortez Gold,Belgian Pale Ale,98,32
2441,0.068,66,Mission IPA,American IPA,98,32
1460,0.048,44,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32
1459,0.092,75,Shipwrecked Double IPA,American Double / Imperial IPA,98,32
1476,0.04,,Squeaky Bike Nut Brown Ale,American Brown Ale,399,16
902,0.04,,Dead Horse Amber,American Pale Wheat Ale,399,16
645,0.04,,Rocket Bike American Lager,California Common / Steam Beer,399,16
644,0.04,,Johnny's American IPA,American IPA,399,16
337,0.055,,Boneshaker Brown Ale,English Brown Ale,547,24
336,0.056,,Iron Mike Pale Ale,American Pale Ale (APA),547,24
2236,0.042,,Monkadelic,American Pale Ale (APA),189,12
2159,0.075,85,City of the Sun,American IPA,209,16
2157,0.068,75,Booming Rollers,American IPA,209,16
2156,0.052,50,Oneida,American Pale Ale (APA),209,16
2154,0.067,75,Aurora ,American Amber / Red Ale,209,16
1495,0.055,30,Lomaland,Saison / Farmhouse Ale,209,16
1494,0.047,46,Fortunate Islands,American Pale Wheat Ale,209,16
1493,0.058,40,Black House,American Stout,209,16
1492,0.065,115,Blazing World,American Amber / Red Ale,209,16
327,0.05,,Wapiti Amber Ale,American Amber / Red Ale,549,12
719,0.054,,Sweet Georgia Brown,American Brown Ale,514,16
718,0.087,,Rich Man's IIPA,American Double / Imperial IPA,514,16
717,0.058,,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),514,16
1907,0.056,28,Montauk Summer Ale,American Blonde Ale,276,12
1906,0.06,49,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12
1756,0.056,18,When Helles Freezes Over,Munich Helles Lager,326,12
1617,0.049,24,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12
1052,0.047,14,Honey Wheat,American Pale Wheat Ale,326,12
1051,0.046,24,Black Bear Dark Lager,Schwarzbier,326,12
1046,0.05,35,Golden Pilsner,German Pilsener,326,12
2413,0.052,21,Cali Creamin',Cream Ale,111,12
419,0.05,,Second Wind Pale Ale,American Pale Ale (APA),540,12
408,0.05,,Sunny Haze,Hefeweizen,540,12
2237,0.052,21,Towhead,American Blonde Ale,188,12
2208,0.07,70,Lil' Helper,American IPA,188,12
1952,0.082,,Train Wreck,American Amber / Red Ale,260,16
768,0.085,,Full Moon Belgian White Ale,Witbier,507,12
625,0.072,,Desert Magic IPA,American IPA,507,12
326,0.042,,Up River Light,Light Lager,507,12
132,0.085,,Full Moon Belgian White Ale (2007),Witbier,507,12
131,0.055,,Dry Heat Hefeweizen (2006),Hefeweizen,507,12
1598,0.05,,Mustang Sixty-Six,American Amber / Red Lager,366,12
862,0.04,,Mustang '33,American Pale Lager,366,12
699,0.04,,Session '33 (2011),American Pale Lager,366,12
421,0.053,10,Mustang Golden Ale,American Blonde Ale,366,12
420,0.053,14,Washita Wheat,American Pale Wheat Ale,366,12
2345,0.037,10,Gansett Light,Light Lager,143,16
2224,0.052,30,Bohemian Pils,American Pilsner,143,16
1775,0.053,30,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16
1291,0.086,35,Narragansett Bohemian Pilsner,German Pilsener,143,16
1093,0.042,24,Narragansett Summer Ale,American Pale Wheat Ale,143,12
580,0.05,22,Narragansett Cream Ale,Cream Ale,143,16
403,0.042,24,Narragansett Summer Ale,American Pale Wheat Ale,143,16
316,0.07,22,Narragansett Porter,American Porter,143,16
315,0.065,32,Narragansett Bock,Bock,143,16
314,0.055,15,Narragansett Fest Lager,Märzen / Oktoberfest,143,16
1537,0.053,,Undun Blonde Ale,American Blonde Ale,387,16
1536,0.074,,CuDa Cascadian Dark Ale,American Black Ale,387,16
1265,0.085,86,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16
747,0.085,86,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16
746,0.074,,CuDa Cascadian Dark Ale (2012),American Black Ale,387,16
654,0.053,,Undun Blonde Ale (2012),American Blonde Ale,387,16
1705,0.061,11,Wick For Brains,Pumpkin Ale,337,12
1148,0.065,65,Nebraska India Pale Ale,American IPA,337,12
1147,0.048,10,EOS Hefeweizen,Hefeweizen,337,12
1146,0.048,15,Brunette Nut Brown Ale,English Brown Ale,337,12
1145,0.057,29,Cardinal Pale Ale,American Pale Ale (APA),337,12
1758,0.066,,County Line IPA,American IPA,325,12
1757,0.048,,Trauger Pilsner,German Pilsener,325,12
2475,0.045,40,Slow Ride,American IPA,82,12
2230,0.065,70,Ranger IPA,American IPA,82,12
1987,0.05,29,Shift,American Pale Lager,82,12
1978,0.056,21,1554 Black Lager,Euro Dark Lager,82,12
1975,0.048,,Blue Paddle,Czech Pilsener,82,12
1737,0.055,,California Route,American Amber / Red Lager,82,12
1707,0.052,,Snapshot,American Pale Wheat Ale,82,16
1690,0.048,,Sunshine Wheat Beer,American Pale Wheat Ale,82,12
1586,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,82,12
952,0.05,29,Shift (1),American Pale Lager,82,12
748,0.052,18,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12
578,0.05,29,Shift,American Pale Lager,82,16
564,0.065,70,Ranger IPA,American IPA,82,16
563,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,82,16
115,0.065,70,Ranger IPA (Current),American IPA,82,12
72,0.048,,Sunshine Wheat Beer (2009),American Pale Wheat Ale,82,12
71,0.052,18,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12
1417,0.034,6,Weiss Trash Culture,Berliner Weissbier,410,12
885,0.062,,Sea Hag IPA,American IPA,410,12
884,0.05,,Elm City Pilsner,American Pilsner,410,12
757,0.05,,Atlantic Amber Ale (2004),American Amber / Red Ale,410,12
568,0.09,,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,410,12
320,0.088,85,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12
43,0.09,,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,410,16
42,0.088,85,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16
41,0.05,,Elm City Lager (2007),American Pilsner,410,12
40,0.05,,Atlantic Amber Ale (2007),American Amber / Red Ale,410,12
39,0.062,,Sea Hag IPA (Current),American IPA,410,12
2272,0.05,,Rebirth Pale Ale,American Pale Ale (APA),174,12
1582,0.068,,Irish Channel Stout,American Stout,174,16
1114,0.088,,MechaHopzilla,American Double / Imperial IPA,174,16
486,0.065,,Hopitoulas IPA,American IPA,174,16
485,0.039,,NOLA Brown Ale,English Dark Mild Ale,174,12
484,0.049,,NOLA Blonde Ale,American Blonde Ale,174,12
2043,0.056,20,Skylight,Dunkelweizen,241,12
2042,0.056,30,Kadigan,American Blonde Ale,241,12
2041,0.052,50,Dammit Jim!,American Amber / Red Ale,241,12
646,0.054,,Nut Brown Ale,English Brown Ale,518,12
165,0.046,,White Ale,Witbier,518,12
2050,0.042,35,Cream Ale,Cream Ale,238,12
915,0.072,,Green Head IPA,American IPA,495,12
914,0.054,,Plum Island Belgian White,Witbier,495,12
913,0.055,,Newburyport Pale Ale,American Pale Ale (APA),495,12
1811,0.055,,Marblehead,American Amber / Red Ale,305,16
1622,0.051,31,Jam Session,American Pale Ale (APA),359,16
1621,0.072,80,Hop Drop 'N Roll IPA,American IPA,359,16
1307,0.06,,Paleo IPA,English India Pale Ale (IPA),431,12
1306,0.061,,Buck Snort Stout,American Stout,431,12
1305,0.055,,Station 33 Firehouse Red,Irish Red Ale,431,12
1304,0.045,,Slimy Pebble Pils,German Pilsener,431,12
2692,0.045,50,Get Together,American IPA,0,16
2691,0.049,26,Maggie's Leap,Milk / Sweet Stout,0,16
2690,0.048,19,Wall's End,English Brown Ale,0,16
2689,0.06,38,Pumpion,Pumpkin Ale,0,16
2688,0.06,25,Stronghold,American Porter,0,16
2687,0.056,47,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16
1854,0.069,,Blue Boots IPA,American IPA,293,16
1227,0.063,,Hoppy Bitch IPA,American IPA,450,16
1226,0.063,42,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16
541,0.045,,Walter's Premium Pilsener Beer,German Pilsener,529,12
109,0.045,,Floppin' Crappie,American Pale Wheat Ale,529,12
1917,0.043,,Left of the Dial IPA,American IPA,271,12
1190,0.04,,Notch Session Pils,Czech Pilsener,271,12
1264,0.055,,O'Fallon Pumpkin Beer,Pumpkin Ale,442,12
1258,0.061,66,5 Day IPA,American IPA,442,12
128,0.051,7,O'Fallon Wheach,Fruit / Vegetable Beer,442,12
2331,0.067,70,Watershed IPA,American IPA,150,12
1669,0.054,24,Oakshire Amber Ale,American Amber / Red Ale,150,12
1668,0.058,27,Overcast Espresso Stout,American Stout,150,12
999,0.067,70,Watershed IPA (2013),American IPA,150,12
2247,0.082,25,Lake Monster,Baltic Porter,184,16
2071,0.049,27,London Homesick Ale,English Bitter,184,12
2070,0.048,35,Luchesa Lager,Keller Bier / Zwickel Bier,184,12
2069,0.048,35,Slow Ride,American Pale Ale (APA),184,12
2192,0.047,,Occidental Hefeweizen,American Pale Wheat Ale,200,16
1130,0.051,,Occidental Dunkel,Dunkelweizen,200,16
1129,0.05,,Occidental Altbier,Altbier,200,16
1081,0.045,,Occidental Kölsch,Kölsch,200,16
2335,0.092,72,Perpetual Darkness,Belgian Strong Dark Ale,148,12
2334,0.087,29,Clan Warrior,Scotch Ale / Wee Heavy,148,12
2333,0.054,36,Psycho Penguin Vanilla Porter,American Porter,148,12
1721,0.047,,Heliocentric Hefeweizen,Hefeweizen,148,12
1720,0.051,,Ghose Drifter Pale Ale,American Pale Ale (APA),148,12
1431,0.051,,Ghost Rider Pale Ale (2013),American Pale Ale (APA),148,12
1430,0.047,,Helios Hefeweizen (2013),Hefeweizen,148,12
1059,0.095,19,The Hole in Hadrian's Wall,Scottish Ale,471,16
1058,0.065,26,33 Select Brown Ale,American Brown Ale,471,16
603,0.06,29,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16
602,0.05,45,Boji Blue Pale Ale,American Pale Ale (APA),471,16
601,0.057,26,Winter Games Select #32 Stout,American Stout,471,16
600,0.05,23,Boji Beach Golden Rye Ale,Rye Beer,471,16
1828,0.06,,Hopsmith Pale Lager,American Pale Lager,301,16
1487,0.065,65,Falling Down Brown Ale,American Brown Ale,301,16
1486,0.068,,Resolution Rye Stout,American Stout,301,16
1485,0.055,,Plowshare Porter,American Porter,301,16
1394,0.046,20,Old Forge Pumpkin Ale,Pumpkin Ale,301,16
1381,0.045,,Endless Sun Ale,American Pale Wheat Ale,301,16
900,0.065,,Celestial Blonde Ale,American Blonde Ale,301,16
891,0.075,,Overbite IPA,American IPA,301,16
509,0.055,,T-Rail Pale Ale,American Pale Ale (APA),301,16
508,0.048,,Endless Summer Ale (2011),American Pale Wheat Ale,301,16
1530,0.053,,Clem's Gold,American Pale Lager,390,16
1529,0.055,,Lizzy's Red,American Amber / Red Lager,390,16
1528,0.067,,Orlison India Pale Lager,American Pale Lager,390,16
1527,0.042,,Brünette,Euro Dark Lager,390,16
1526,0.041,,Havanüther,Light Lager,390,16
2113,0.065,,Lyric Ale,Saison / Farmhouse Ale,216,12
2112,0.053,,Atalanta,Saison / Farmhouse Ale,216,12
2302,0.049,35,Pinner Throwback IPA,American IPA,166,12
1883,0.052,,Centennial State Pale Ale,American Pale Ale (APA),166,19.2
1859,0.08,,Old Chub NITRO,Scotch Ale / Wee Heavy,166,16
1796,,,The CROWLER™,,166,32
1790,,,CAN'D AID Foundation,,166,12
1752,,,Icey.P.A.,American IPA,166,16
1751,0.05,,One Nut Brown,English Brown Ale,166,12
1750,,,Birth IPA,American IPA,166,12
1444,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,12
1252,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,12
1167,0.053,35,Mama's Little Yella Pils,Czech Pilsener,166,19.2
993,0.085,,oSKAr the G'Rauch,American IPA,166,19.2
992,0.085,,oSKAr the G'Rauch,American IPA,166,16
955,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,19.2
933,0.07,,The Deuce,American Brown Ale,166,16
892,0.065,65,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12
828,0.065,65,Dale's Pale Ale (2012),American Pale Ale (APA),166,12
806,0.087,85,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12
755,0.065,65,Dale's Pale Ale (2011),American Pale Ale (APA),166,12
754,0.065,65,Dale's Pale Ale (2010),American Pale Ale (APA),166,12
726,0.087,85,G'KNIGHT (16 oz.),American Double / Imperial IPA,166,16
720,0.09,,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,166,16
661,0.08,,Chaka,Belgian Strong Pale Ale,166,16
585,0.08,70,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12
565,0.08,,Deviant Dale's IPA,American Double / Imperial IPA,166,16
391,0.09,60,One Hit Wonder,American Double / Imperial IPA,166,12
388,0.087,85,G'KNIGHT (12 oz.),American Double / Imperial IPA,166,12
8,0.099,98,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12
7,0.053,35,Mama's Little Yella Pils,Czech Pilsener,166,12
6,0.099,100,GUBNA Imperial IPA,American Double / Imperial IPA,166,12
5,0.08,35,Old Chub,Scottish Ale,166,12
4,0.087,85,Gordon Ale (2009),American Double / Imperial IPA,166,12
1,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,12
805,0.092,85,Gordon (2005),American Double / Imperial IPA,503,12
804,0.095,98,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12
803,0.099,98,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12
787,0.08,35,Old Chub (2008),Scottish Ale,503,12
786,0.08,35,Old Chub (2004),Scottish Ale,503,12
785,0.08,35,Old Chub (2003),Scottish Ale,503,12
745,0.065,65,Dale's Pale Ale (2008),American Pale Ale (APA),503,12
744,0.065,65,Dale's Pale Ale (2006),American Pale Ale (APA),503,12
743,0.065,65,Dale's Pale Ale (2004),American Pale Ale (APA),503,12
742,0.065,65,Dale's Pale Ale (2003),American Pale Ale (APA),503,12
741,0.065,65,Dale's Pale Ale (2002),American Pale Ale (APA),503,12
734,0.052,,Leroy (2005),American Brown Ale,503,12
733,0.087,60,Gordon Beer (2006),American Double / Imperial IPA,503,12
1533,0.087,85,G'KNIGHT,American Double / Imperial IPA,389,12
1532,0.099,98,Ten Fidy,Russian Imperial Stout,389,12
1328,0.08,85,Deviant Dale's IPA,American Double / Imperial IPA,389,16
1175,0.08,35,Old Chub,Scottish Ale,389,12
1166,0.065,65,Dale's Pale Ale,American Pale Ale (APA),389,19.2
1065,0.065,65,Dale's Pale Ale,American Pale Ale (APA),389,12
1908,0.055,45,Fresh Slice White IPA,American White IPA,275,12
1946,0.055,55,Overgrown American Pale Ale,American Pale Ale (APA),261,12
1961,0.04,39,Ozark American Pale Ale,American Pale Ale (APA),259,12
1684,0.048,,Hula Hoppie Session IPA,American IPA,341,12
927,0.053,,Dirty Hippie Dark Wheat,American Dark Wheat Ale,341,12
1268,0.052,23,Rustic Red,Irish Red Ale,441,16
697,0.053,48,Stimulator Pale Ale,American Pale Ale (APA),441,16
696,0.045,22,Old Town Ale,Kölsch,441,16
695,0.044,28,Car 21,English Bitter,441,16
694,0.05,24,Cache La Porter,American Porter,441,16
1805,0.042,35,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12
1048,0.062,65,Outlaw IPA,American IPA,307,12
1043,0.044,,North Fork Lager,American Pale Lager,307,12
890,0.048,35,Payette Pale Ale,American Pale Ale (APA),307,12
775,0.055,25,Mutton Buster,American Brown Ale,307,12
1087,0.05,,Side Kick Kölsch,Kölsch,468,12
1931,0.046,,Fresh Cut Pilsner,American Pilsner,266,12
1930,0.05,61,Summer Session Ale,American Pale Wheat Ale,266,12
2238,0.04,12,Lobo Lito,Light Lager,187,12
2144,0.05,17,Robert Earl Keen Honey Pils,American Pilsner,187,12
2175,0.065,77,Mound Builder IPA,American IPA,205,12
2168,0.062,62,Amazon Princess IPA,American IPA,205,12
1956,0.042,,Farmer's Daughter Wheat,American Pale Wheat Ale,205,12
1794,0.045,,People's Pilsner,German Pilsener,205,12
2633,0.055,10,Hotbox Brown,American Brown Ale,13,12
2632,0.048,15,Gold,American Blonde Ale,13,12
2631,0.058,,Black,American Black Ale,13,12
2630,0.065,65,98 Problems (Cuz A Hop Ain't One),American IPA,13,12
2629,0.05,40,Veteran’s Pale Ale (VPA),American Pale Ale (APA),13,12
2628,0.05,35,Grapefruit IPA,American IPA,13,12
1062,0.051,,Pete's ESP Lager (1998),American Pale Lager,470,12
1061,0.047,,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,470,12
1060,0.049,,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,470,12
1056,,,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),470,12
1055,0.047,,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,470,12
1054,0.047,,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,470,12
1053,0.047,,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,470,12
2635,0.041,12,Sparkle,American Pale Lager,11,16
1404,0.059,25,North 45 Amber Ale,American Amber / Red Ale,11,16
1403,0.069,20,Horny Monk,Dubbel,11,16
1402,0.067,74,Mind's Eye PA,American IPA,11,16
2312,0.061,60,Camelback,American IPA,157,12
1636,0.056,,Local 5 Pale Ale,American Pale Ale (APA),355,16
1518,0.073,,Devils Head Red Ale,American Amber / Red Ale,355,16
1384,0.07,75,Elephant Rock IPA,American IPA,355,12
1797,0.05,,Black Bay Milk Stout,Milk / Sweet Stout,310,12
1437,0.05,,Atom Splitter Pale Ale,American Pale Ale (APA),310,12
1791,0.06,20,Hot Date Ale,Chile Beer,314,16
1540,0.07,,Masked Bandit IPA,American Black Ale,314,16
1491,0.06,24,Sweet Potato Ale,Fruit / Vegetable Beer,314,16
1335,0.045,18,Float Trip Ale,American Blonde Ale,314,16
847,0.055,25,Old Tom Porter,American Porter,314,16
846,0.045,18,Black Walnut Wheat,American Dark Wheat Ale,314,16
521,0.055,20,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16
479,0.07,70,Missouri Mule India Pale Ale,American IPA,314,16
2559,0.065,,Blood of the Unicorn,American Amber / Red Ale,52,16
1760,0.069,51,GreyBeard™ IPA,American IPA,324,12
1759,0.057,31,Pisgah Pale Ale,American Pale Ale (APA),324,12
1589,0.045,,PONTO S.I.P.A.,American IPA,370,16
1457,0.049,,Chronic Ale,American Amber / Red Ale,370,16
1191,0.068,,Swami's India Pale Ale,American IPA,370,16
2336,0.05,,New Cleveland Palesner,American Pilsner,147,12
2553,0.054,45,Mazzie,American Pale Ale (APA),55,12
1909,0.099,,Big Chuck Barleywine,American Barleywine,274,12
335,,,Ponderosa IPA,American IPA,548,12
64,,,Liquid Amber Ale,American Amber / Red Ale,548,12
2360,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12
1463,0.069,17,Hideout Helles,Munich Helles Lager,135,12
1462,0.06,15,Dead Eye Dunkel,Munich Dunkel Lager,135,12
1461,0.058,21,Peacemaker Pilsner,Czech Pilsener,135,12
711,0.057,68,Over the Rail Pale Ale,American Pale Ale (APA),135,12
188,0.058,21,Pallavicini Pilsner (2009),Czech Pilsener,135,12
130,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12
399,0.052,18,Pyramid Hefeweizen (2011),Hefeweizen,544,12
82,0.052,18,Haywire Hefeweizen (2010),Hefeweizen,544,16
2031,0.045,35,Golden Fleece,Belgian Pale Ale,246,12
2030,0.055,30,Smoking Mirror,American Porter,246,12
2269,0.046,,Rahr's Blonde,Munich Helles Lager,176,12
2229,0.058,60,Pride of Texas Pale Ale,American Pale Ale (APA),176,12
2370,0.044,5,18th Anniversary Gose,Gose,128,12
2211,0.046,25,White (2015),Witbier,128,12
1861,0.099,85,BLAKKR,American Black Ale,128,12
1718,0.051,21,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12
1290,0.059,,The Sword Iron Swan Ale,English Pale Ale,128,12
1091,0.053,52,Hans' Pils (2015),German Pilsener,128,12
1086,0.06,50,Four Squared (2015),American Blonde Ale,128,12
830,0.051,21,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12
1021,0.072,55,Watership Brown Ale,American Brown Ale,475,12
938,0.062,55,Gangway IPA,American IPA,475,12
715,0.049,,Long Day Lager,Czech Pilsener,475,12
2516,0.051,17,Farmer's Daughter Blonde,American Blonde Ale,68,16
2515,0.055,45,Pump House IPA,American IPA,68,16
2514,0.07,,Suicide Blonde IPA,Belgian IPA,68,16
2513,0.047,25,Vanilla Porter,American Porter,68,16
2512,0.058,18,Honey Rye,Rye Beer,68,16
1467,0.055,,Happy Cider,Cider,403,16
945,0.065,44,Long Hammer IPA,American IPA,487,16
583,0.065,44,Long Hammer IPA,American IPA,487,12
339,0.058,27,Copper Hook (2011),American Amber / Red Ale,487,12
1375,0.08,,Nectar of the Hops,Mead,421,16
1374,0.08,,Sunshine Nectar,Mead,421,16
1373,0.08,,Black Raspberry Nectar,Mead,421,16
2087,0.05,16,Blood Orange Wit,Witbier,225,16
2414,0.05,40,Consilium,American Pale Ale (APA),110,12
1581,0.09,60,Hammer & Sickle,Russian Imperial Stout,110,12
1176,0.07,100,Redacted Rye IPA,American IPA,110,16
1006,0.099,100,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12
1005,0.05,25,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16
636,0.07,100,Ryeteous Rye IPA (2012),American IPA,110,16
1538,0.064,,Stout Ol' Friend,American Stout,386,16
1075,0.064,,Stout Ol' Friend (2012),American Stout,386,16
710,,,Rye Porter,American Porter,386,16
709,0.05,,Miner's Gold,American Blonde Ale,386,16
708,0.046,,Vienna Lager,Vienna Lager,386,16
706,0.056,,Jessie's Garage,American Pale Ale (APA),386,16
220,0.062,,Colorado Red Ale,American Amber / Red Ale,386,12
219,,,Miner's Gold,American Blonde Ale,386,12
2576,0.055,40,Fist City,American Pale Ale (APA),44,12
1133,0.068,,A Little Crazy,Belgian Pale Ale,44,12
609,0.058,15,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12
418,0.061,31,Fistmas Ale,Herbed / Spiced Beer,44,12
417,0.057,25,Oktoberfest Revolution,Märzen / Oktoberfest,44,12
416,0.068,28,Eugene Porter,American Porter,44,12
415,0.065,70,Anti-Hero IPA,American IPA,44,12
414,0.05,14,Bottom Up Belgian Wit,Witbier,44,12
2452,0.057,42,Hustle,American Amber / Red Ale,93,12
2451,0.055,42,Pure Fury,American Pale Ale (APA),93,12
2132,0.06,60,Dad,American Amber / Red Ale,93,12
1993,0.058,35,Panther,American Porter,93,12
1992,0.052,21,Franz,Märzen / Oktoberfest,93,12
1935,0.043,45,Zen,American Pale Ale (APA),93,12
1852,0.072,75,Truth,American IPA,93,12
1851,0.048,25,Cougar,American Blonde Ale,93,12
2307,0.038,,Smooth Operator,Cream Ale,162,16
2580,0.035,,Gose,Gose,42,16
1807,0.043,,Maine Island Trail Ale,American Pale Ale (APA),42,16
1180,0.05,,River North White Ale,Witbier,459,16
1179,0.05,,River North Ale,American Amber / Red Ale,459,16
1771,0.05,55,Lil SIPA,American IPA,321,16
1654,0.055,60,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16
2579,0.05,100,Jah Mon,American IPA,43,12
2373,0.062,,Oktoberfest,Märzen / Oktoberfest,43,12
2049,0.08,,Headless Wylie,Pumpkin Ale,43,12
2048,0.05,,Dayman IPA,American IPA,43,12
1880,0.071,,All Aboard! Anniversary Stout,Oatmeal Stout,43,12
1879,0.062,,Hop Lace,American White IPA,43,12
1878,0.048,,OH-PA Session Pale Ale,American Pale Ale (APA),43,12
1877,0.08,,Patrick's Poison,American Amber / Red Ale,43,12
1764,0.081,,Rudolph's Red,American Amber / Red Ale,43,12
1103,0.053,,Babbling Blonde,American Blonde Ale,43,12
1102,0.051,,Maxwell's Scottish Ale,Scottish Ale,43,12
1101,0.061,,Grateful White,Witbier,43,12
1100,0.055,,RT Lager,American Amber / Red Lager,43,12
1099,0.062,,Old Wylie's IPA,American IPA,43,12
1098,0.048,,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,43,12
1330,0.045,,Track 1 Amber Lager,American Amber / Red Lager,427,16
2074,0.053,,Pine Knob Pilsner,Czech Pilsener,229,16
1724,,,Cal and Co. Black Cherry Porter,American Porter,229,16
1280,0.055,,Lazy Daze Lager,American Adjunct Lager,229,16
899,0.059,,Rochester Red Ale,American Amber / Red Ale,229,16
363,0.05,,Milkshake Stout,Milk / Sweet Stout,229,16
158,0.07,,Cornerstone IPA,American IPA,229,16
97,0.055,,Lazy Daze Lager,American Adjunct Lager,229,12
1860,0.051,,Rogue American Amber Ale,American Amber / Red Ale,289,16
1577,0.076,78,12th Round,American Strong Ale,376,16
1576,0.07,80,RoughTail IPA,American IPA,376,16
1575,0.08,,Polar Night Stout,American Stout,376,16
2304,0.071,36,Sundown,Saison / Farmhouse Ale,164,12
2249,0.099,,Sanctified,Belgian Strong Pale Ale,164,12
